Day,Period,optionPremium,TWTR,Strike,Time,IVlagged,rf,d1,d2,Normal Distribution of D1,Normal Distribution of D2,Black-Scholes
2015-07-14,09:30:30,1.1,35.867,35,0.0158628409,0.4453951502,0.01,0.4670811467,0.4109846206,0.6797790888,0.6594580941,1.3042643044
2015-07-14,09:31:00,0.51,35.866,36,0.0158577534,0.4004104939,0.01,-0.0456017432,-0.0960244645,0.4818138399,0.4617505713,0.6603504442
2015-07-14,09:32:00,0.481,35.854,36,0.0158475783,0.4024355769,0.01,-0.051755963,-0.1024174369,0.4793615725,0.4592126719,0.6579932907
2015-07-14,09:32:00,0.34,35.854,36.5,0.0158475783,0.4024355769,0.01,-0.3240204879,-0.3746819619,0.3729612616,0.3539485045,0.4550798649
2015-07-14,09:32:00,0.22,35.854,37,0.0158475783,0.4024355769,0.01,-0.5925806185,-0.6432420925,0.2767309265,0.2600335122,0.3021953001
2015-07-14,09:32:30,0.34,35.847,36.5,0.0158424908,0.4162809159,0.01,-0.3153156593,-0.3677116714,0.3762609983,0.3565441184,0.4760292393
2015-07-14,09:32:30,0.04,35.847,41.5,0.0158424908,0.4162809159,0.01,-2.7655243967,-2.8179204088,0.0028415677,0.0024167895,0.0015808011
2015-07-14,09:33:00,0.34,35.91,36.5,0.0158374033,0.613141848,0.01,-0.1705647141,-0.2477266201,0.4322830227,0.4021729669,0.84629469
2015-07-14,09:33:00,0.249,35.91,37,0.0158374033,0.613141848,0.01,-0.3468907375,-0.4240526436,0.3643367027,0.3357637106,0.6620410705
2015-07-14,09:33:00,0.04,35.91,41.5,0.0158374033,0.613141848,0.01,-1.8343541823,-1.9115160884,0.0333007181,0.0279691456,0.0352930547
2015-07-14,09:33:30,1.2,35.997,35,0.0158323158,0.5512323419,0.01,0.4419174931,0.3725578399,0.6707255442,0.6452612219,1.5635399568
2015-07-14,09:33:30,0.55,35.997,36,0.0158323158,0.5512323419,0.01,0.0357609501,-0.0335987031,0.5142635148,0.4865985782,0.9971681393
2015-07-14,09:33:30,0.26,35.997,37,0.0158323158,0.5512323419,0.01,-0.3592666044,-0.4286262576,0.3596978274,0.3340976168,0.5883878429
2015-07-14,09:33:30,0.18,35.997,37.5,0.0158323158,0.5512323419,0.01,-0.5527943934,-0.6221540466,0.290202104,0.2669202897,0.4384788872
2015-07-14,09:34:00,0.6,36.062,36,0.0158272283,0.4246630641,0.01,0.0618835003,0.0084582061,0.5246721964,0.5033742958,0.8021219995
2015-07-14,09:34:00,0.4,36.062,36.5,0.0158272283,0.4246630641,0.01,-0.196296119,-0.2497214133,0.4221891994,0.4014013987,0.5761545462
2015-07-14,09:34:00,0.27,36.062,37,0.0158272283,0.4246630641,0.01,-0.4509629813,-0.5043882756,0.3260081148,0.3069942777,0.3995140013
2015-07-14,09:34:00,0.14,36.062,38,0.0158272283,0.4246630641,0.01,-0.9501319135,-1.0035572078,0.1710226146,0.1577960447,0.1721167935
2015-07-14,09:34:30,2.71,36.173,33.5,0.0158221408,0.436182543,0.01,1.4295068325,1.3746411353,0.9235706937,0.9153786355,2.7479899203
2015-07-14,09:34:30,1.306,36.173,35,0.0158221408,0.436182543,0.01,0.6311460201,0.5762803228,0.7360274735,0.7177871396,1.5057465235
2015-07-14,09:34:30,0.66,36.173,36,0.0158221408,0.436182543,0.01,0.1176944763,0.0628287791,0.5468451282,0.5250485756,0.8822705247
2015-07-14,09:34:30,0.451,36.173,36.5,0.0158221408,0.436182543,0.01,-0.1337070881,-0.1885727854,0.4468171,0.4252138321,0.6448655366
2015-07-14,09:34:30,0.29,36.173,37,0.0158221408,0.436182543,0.01,-0.3816881169,-0.4365538142,0.3513463577,0.3312174819,0.4561438213
2015-07-14,09:34:30,0.15,36.173,38,0.0158221408,0.436182543,0.01,-0.8677522408,-0.9226179381,0.1927649902,0.1781031721,0.2060381951
2015-07-14,09:35:00,0.97,36.196,35.5,0.0158170533,0.4296335727,0.01,0.3892767759,0.3352435371,0.6514642929,0.6312793088,1.1735304698
2015-07-14,09:35:00,0.678,36.196,36,0.0158170533,0.4296335727,0.01,0.1304316227,0.0763983839,0.5518875255,0.5304489223,0.8829798798
2015-07-14,09:35:00,0.46,36.196,36.5,0.0158170533,0.4296335727,0.01,-0.1248431386,-0.1788763774,0.4503238674,0.4290173859,0.6432647394
2015-07-14,09:35:00,0.31,36.196,37,0.0158170533,0.4296335727,0.01,-0.376644666,-0.4306779048,0.3532188447,0.3333512934,0.4530621704
2015-07-14,09:35:00,0.22,36.196,37.5,0.0158170533,0.4296335727,0.01,-0.6250662049,-0.6790994437,0.2659638036,0.2485374275,0.3081463632
2015-07-14,09:35:30,1.9,36.251,34.5,0.0158119658,0.4212807975,0.01,0.9640329542,0.911058731,0.8324852978,0.8188677853,1.9319526136
2015-07-14,09:35:30,1.354,36.251,35,0.0158119658,0.4212807975,0.01,0.6924152395,0.6394410163,0.7556617009,0.7387319633,1.5419615623
2015-07-14,09:35:30,0.684,36.251,36,0.0158119658,0.4212807975,0.01,0.1606306232,0.1076564,0.5638078329,0.5428658719,0.8985162764
2015-07-14,09:35:30,0.503,36.251,36.5,0.0158119658,0.4212807975,0.01,-0.0997473737,-0.1527215969,0.4602724446,0.4393089143,0.6530962301
2015-07-14,09:35:30,0.308,36.251,37,0.0158119658,0.4212807975,0.01,-0.3565827028,-0.409556926,0.3607021142,0.3410654999,0.4583840671
2015-07-14,09:35:30,0.213,36.251,37.5,0.0158119658,0.4212807975,0.01,-0.6099704736,-0.6629446968,0.2709406834,0.253682987,0.3102627953
2015-07-14,09:35:30,0.171,36.251,38,0.0158119658,0.4212807975,0.01,-0.8600020162,-0.9129762394,0.1948939655,0.1806275191,0.2023406422
2015-07-14,09:36:00,2.4,36.365,34,0.0158068783,0.4332600405,0.01,1.2646527506,1.2101809551,0.8970020827,0.8868952678,2.4698077318
2015-07-14,09:36:00,1.484,36.365,35,0.0158068783,0.4332600405,0.01,0.7324959417,0.6780241462,0.7680670406,0.7511218082,1.645649826
2015-07-14,09:36:00,1.13,36.365,35.5,0.0158068783,0.4332600405,0.01,0.4720926475,0.417620852,0.6815696699,0.6618878257,1.2919770838
2015-07-14,09:36:00,0.774,36.365,36,0.0158068783,0.4332600405,0.01,0.2153314771,0.1608596816,0.585245555,0.5638980409,0.9853337282
2015-07-14,09:36:00,0.536,36.365,36.5,0.0158068783,0.4332600405,0.01,-0.0378880469,-0.0923598425,0.4848884717,0.463206072,0.7286199043
2015-07-14,09:36:00,0.35,36.365,37,0.0158068783,0.4332600405,0.01,-0.2876623003,-0.3421340959,0.3868026253,0.3661249896,0.5215939832
2015-07-14,09:36:00,0.25,36.365,37.5,0.0158068783,0.4332600405,0.01,-0.5340837778,-0.5885555733,0.2966417864,0.2780797218,0.361037201
2015-07-14,09:36:30,1.49,36.367,35,0.0158017908,0.4184609595,0.01,0.7576653477,0.7050626399,0.7756743257,0.7596143725,1.6266459762
2015-07-14,09:36:30,0.79,36.367,36,0.0158017908,0.4184609595,0.01,0.2221249135,0.1695222057,0.587891678,0.5673070463,0.9600299402
2015-07-14,09:36:30,0.54,36.367,36.5,0.0158017908,0.4184609595,0.01,-0.0400920467,-0.0926947545,0.4840098713,0.4630730322,0.7024919469
2015-07-14,09:36:30,0.364,36.367,37,0.0158017908,0.4184609595,0.01,-0.2987413183,-0.3513440261,0.3825687142,0.3626651348,0.4963866559
2015-07-14,09:36:30,0.26,36.367,37.5,0.0158017908,0.4184609595,0.01,-0.5539186827,-0.6065213905,0.2898172492,0.2720842913,0.3382351354
2015-07-14,09:36:30,0.19,36.367,38,0.0158017908,0.4184609595,0.01,-0.805716115,-0.8583188228,0.2102032777,0.1953582193,0.2220232394
2015-07-14,09:36:30,0.08,36.367,40,0.0158017908,0.4184609595,0.01,-1.7808236056,-1.8334263134,0.0374706359,0.0333695987,0.0281215708
2015-07-14,09:37:00,3.4,36.4,33,0.0157967033,0.46751779,0.01,1.7009128877,1.6421529439,0.9555203269,0.9497208441,3.4451024643
2015-07-14,09:37:00,2.452,36.4,34,0.0157967033,0.46751779,0.01,1.1928633353,1.1341033915,0.8835385497,0.8716244094,2.5302543092
2015-07-14,09:37:00,1.51,36.4,35,0.0157967033,0.46751779,0.01,0.6995419502,0.6407820064,0.757893297,0.7391678374,1.7205281225
2015-07-14,09:37:00,1.14,36.4,35.5,0.0157967033,0.46751779,0.01,0.458142213,0.3993822692,0.6765748634,0.6551942217,1.3716040862
2015-07-14,09:37:00,0.8,36.4,36,0.0157967033,0.46751779,0.01,0.2201188068,0.161358863,0.5871106858,0.5640946177,1.0666303758
2015-07-14,09:37:00,0.56,36.4,36.5,0.0157967033,0.46751779,0.01,-0.0146214131,-0.0733813569,0.4941671079,0.4707513263,0.807973361
2015-07-14,09:37:00,0.37,36.4,37,0.0157967033,0.46751779,0.01,-0.2461677894,-0.3049277332,0.4027761744,0.3802105965,0.5954827498
2015-07-14,09:37:00,0.27,36.4,37.5,0.0157967033,0.46751779,0.01,-0.4746060666,-0.5333660104,0.3175338907,0.2968901207,0.4266126641
2015-07-14,09:37:00,0.2,36.4,38,0.0157967033,0.46751779,0.01,-0.7000185821,-0.7587785259,0.2419578499,0.2239925267,0.2968941853
2015-07-14,09:37:30,0.541,36.385,36.5,0.0157916158,0.4224015908,0.01,-0.029934422,-0.0830153894,0.4880596767,0.4669196514,0.7181751434
2015-07-14,09:37:30,0.373,36.385,37,0.0157916158,0.4224015908,0.01,-0.2862532629,-0.3393342304,0.3873420759,0.3671789793,0.5099644153
2015-07-14,09:37:30,0.19,36.385,38,0.0157916158,0.4224015908,0.01,-0.7886602152,-0.8417411827,0.2151553134,0.1999664205,0.2309019643
2015-07-14,09:38:00,1.53,36.406,35,0.0157865283,0.447059033,0.01,0.7320741534,0.6759036662,0.7679383457,0.7504490951,1.695991204
2015-07-14,09:38:00,1.16,36.406,35.5,0.0157865283,0.447059033,0.01,0.4795459004,0.4233754132,0.6842248387,0.6639893097,1.3419898288
2015-07-14,09:38:00,0.81,36.406,36,0.0157865283,0.447059033,0.01,0.230549627,0.1743791399,0.5911676474,0.5692162464,1.0334991872
2015-07-14,09:38:00,0.52,36.406,36.5,0.0157865283,0.447059033,0.01,-0.0150121053,-0.0711825925,0.4940112614,0.4716262177,0.7733343706
2015-07-14,09:38:00,0.37,36.406,37,0.0157865283,0.447059033,0.01,-0.2572327579,-0.3134032451,0.3984995487,0.3769871596,0.5614514812
2015-07-14,09:38:00,0.27,36.406,37.5,0.0157865283,0.447059033,0.01,-0.4962020283,-0.5523725154,0.3098759401,0.2903465786,0.3950654782
2015-07-14,09:38:00,0.18,36.406,38,0.0157865283,0.447059033,0.01,-0.7320060496,-0.7881765367,0.2320824377,0.2152967257,0.2692090857
2015-07-14,09:38:30,0.76,36.324,36,0.0157814408,0.4276520474,0.01,0.1965745045,0.1428510562,0.5779197381,0.5567960932,0.950860297
2015-07-14,09:38:30,0.35,36.324,37,0.0157814408,0.4276520474,0.01,-0.3134257851,-0.3671492334,0.3769785984,0.3567538524,0.4955610377
2015-07-14,09:38:30,0.18,36.324,38,0.0157814408,0.4276520474,0.01,-0.8098244327,-0.863547881,0.209020544,0.1939181528,0.2247352585
2015-07-14,09:38:30,0.08,36.324,40,0.0157814408,0.4276520474,0.01,-1.7645899218,-1.8183133701,0.0388163552,0.0345081252,0.0298580972
2015-07-14,09:39:00,1.42,36.29,35,0.0157763533,0.4993394237,0.01,0.6109593016,0.5482402956,0.729386738,0.7082365416,1.6850761449
2015-07-14,09:39:00,0.5,36.29,36.5,0.0157763533,0.4993394237,0.01,-0.0581233537,-0.1208423597,0.4768251861,0.4519079489,0.8119479191
2015-07-14,09:39:00,0.35,36.29,37,0.0157763533,0.4993394237,0.01,-0.2750536419,-0.3377726479,0.3916375134,0.3677672617,0.607283256
2015-07-14,09:39:30,1.421,36.295,35,0.0157712658,0.4151416094,0.01,0.7259740657,0.6738390463,0.7660726653,0.7497931762,1.5659847106
2015-07-14,09:39:30,1.06,36.295,35.5,0.0157712658,0.4151416094,0.01,0.4538990738,0.4017640544,0.6750492649,0.6560711607,1.2140597863
2015-07-14,09:39:30,0.51,36.295,36.5,0.0157712658,0.4151416094,0.01,-0.078939782,-0.1310748014,0.4685402603,0.4478580674,0.6614271845
2015-07-14,09:39:30,0.33,36.295,37,0.0157712658,0.4151416094,0.01,-0.3399093222,-0.3920443417,0.366962408,0.3475127255,0.4629574606
2015-07-14,09:39:30,0.16,36.295,38,0.0157712658,0.4151416094,0.01,-0.8514320447,-0.9035670641,0.1972646987,0.1831125061,0.202544327
2015-07-14,09:40:00,1.91,36.292,34.5,0.0157661783,0.4233040363,0.01,0.982252591,0.9291010786,0.8370122878,0.8235816472,1.9677625008
2015-07-14,09:40:00,0.49,36.292,36.5,0.0157661783,0.4233040363,0.01,-0.0779794532,-0.1311309655,0.4689221986,0.4478358529,0.6746927397
2015-07-14,09:40:00,0.18,36.292,38,0.0157661783,0.4233040363,0.01,-0.8356982346,-0.8888497469,0.2016623444,0.1870419181,0.2122574223
2015-07-14,09:40:30,0.72,36.274,36,0.0157610908,0.4598215641,0.01,0.1629403612,0.1052128985,0.5647173041,0.541896562,0.9793537316
2015-07-14,09:40:30,0.51,36.274,36.5,0.0157610908,0.4598215641,0.01,-0.075998291,-0.1337257537,0.4697102289,0.4468097198,0.7322842756
2015-07-14,09:40:30,0.34,36.274,37,0.0157610908,0.4598215641,0.01,-0.3116859762,-0.3694134389,0.3776395934,0.3559097912,0.5319116955
2015-07-14,09:41:00,0.1,36.249,39,0.0157560033,0.421282978,0.01,-1.353880536,-1.4067612052,0.0878872471,0.0797491049,0.0760997349
2015-07-14,09:41:30,1.03,36.251,35.5,0.0157509158,0.5706773131,0.01,0.3303001917,0.2586786753,0.629413426,0.6020584128,1.4471586385
2015-07-14,09:41:30,0.71,36.251,36,0.0157509158,0.5706773131,0.01,0.1350203,0.0633987836,0.5537020879,0.5252755221,1.1653138448
2015-07-14,09:41:30,0.49,36.251,36.5,0.0157509158,0.5706773131,0.01,-0.0575659899,-0.1291875064,0.4770471704,0.4486046409,0.921946444
2015-07-14,09:42:00,1.45,36.29,35,0.0157458282,0.4089419236,0.01,0.7340588135,0.6827438067,0.768543553,0.7526156283,1.553045916
2015-07-14,09:42:00,1.07,36.29,35.5,0.0157458282,0.4089419236,0.01,0.4576360692,0.4063210624,0.6763930373,0.6577466443,1.1999738143
2015-07-14,09:42:00,0.72,36.29,36,0.0157458282,0.4089419236,0.01,0.1850795042,0.1337644975,0.5734166614,0.5532055991,0.8970246731
2015-07-14,09:42:00,0.46,36.29,36.5,0.0157458282,0.4089419236,0.01,-0.0837175398,-0.1350325466,0.4666405057,0.4462930708,0.6472516136
2015-07-14,09:42:00,0.33,36.29,37,0.0157458282,0.4089419236,0.01,-0.3488573676,-0.4001723744,0.3635981963,0.3445147802,0.4499386431
2015-07-14,09:42:00,0.13,36.29,38.5,0.0157458282,0.4089419236,0.01,-1.1232960973,-1.174611104,0.1306558804,0.1200751694,0.1193357331
2015-07-14,09:42:30,1.49,36.344,35,0.0157407407,0.4286740163,0.01,0.7304394029,0.6766570568,0.7674391797,0.7506882156,1.621857413
2015-07-14,09:42:30,0.52,36.344,36.5,0.0157407407,0.4286740163,0.01,-0.0498203322,-0.1036026783,0.480132782,0.4587423311,0.7084861828
2015-07-14,09:42:30,0.35,36.344,37,0.0157407407,0.4286740163,0.01,-0.3027965047,-0.3565788508,0.3810224736,0.3607035563,0.503949797
2015-07-14,09:43:00,0.78,36.377,36,0.0157356532,0.4185180822,0.01,0.2276820345,0.1751823595,0.59005328,0.5695318275,0.964448427
2015-07-14,09:43:00,0.36,36.377,37,0.0157356532,0.4185180822,0.01,-0.294206419,-0.346706094,0.384300088,0.3644060658,0.4987813417
2015-07-14,09:43:00,0.25,36.377,37.5,0.0157356532,0.4185180822,0.01,-0.5498845796,-0.6023842546,0.2911992708,0.2734591942,0.3398496093
2015-07-14,09:43:00,0.19,36.377,38,0.0157356532,0.4185180822,0.01,-0.8021761748,-0.8546758498,0.2112255281,0.1963653119,0.2230432659
2015-07-14,09:43:00,0.04,36.377,41.5,0.0157356532,0.4185180822,0.01,-2.4804202312,-2.5329199062,0.0065613811,0.0056558398,0.0040029404
2015-07-14,09:43:30,1.53,36.349,35,0.0157305657,0.5015728846,0.01,0.6351277621,0.5722197125,0.737327454,0.7164134328,1.7305895253
2015-07-14,09:43:30,0.547,36.349,36.5,0.0157305657,0.5015728846,0.01,-0.0319442472,-0.0948522969,0.4872582562,0.4622160736,0.8431173468
2015-07-14,09:43:30,0.36,36.349,37,0.0157305657,0.5015728846,0.01,-0.2482226428,-0.3111306925,0.401981074,0.3778506345,0.6333356167
2015-07-14,09:43:30,0.25,36.349,37.5,0.0157305657,0.5015728846,0.01,-0.461597885,-0.5245059346,0.3221848558,0.2999633466,0.4642411597
2015-07-14,09:43:30,0.06,36.349,40,0.0157305657,0.5015728846,0.01,-1.4875162129,-1.5504242626,0.0684392622,0.0605198594,0.0672851399
2015-07-14,09:44:00,1.9,36.313,34.5,0.0157254782,0.4785726089,0.01,0.8860415053,0.8260278929,0.8122024191,0.7956058653,2.0494201431
2015-07-14,09:44:00,1.08,36.313,35.5,0.0157254782,0.4785726089,0.01,0.4099266489,0.3499130365,0.659070122,0.6367980185,1.330038358
2015-07-14,09:44:00,0.75,36.313,36,0.0157254782,0.4785726089,0.01,0.1768754891,0.1168618767,0.570196904,0.5465152455,1.0341050136
2015-07-14,09:44:30,0.77,36.325,36,0.0157203907,0.4155846418,0.01,0.201549364,0.1494429534,0.5798654828,0.5593979398,0.9284534039
2015-07-14,09:45:00,3.35,36.34,33,0.0157153032,0.4130420934,0.01,1.890896702,1.8391174592,0.9706809326,0.9670510442,3.3668754132
2015-07-14,09:45:00,1.49,36.34,35,0.0157153032,0.4130420934,0.01,0.7545243491,0.7027451063,0.7747327849,0.7588926939,1.5967189687
2015-07-14,09:45:00,0.53,36.34,36.5,0.0157153032,0.4130420934,0.01,-0.0559200837,-0.1076993265,0.4777027357,0.4571171019,0.6775650535
2015-07-14,09:45:30,0.8,36.392,36,0.0157102157,0.4334456723,0.01,0.2294002237,0.17507197,0.5907210688,0.5694884586,0.9991572173
2015-07-14,09:45:30,0.36,36.392,37,0.0157102157,0.4334456723,0.01,-0.2749225245,-0.3292507781,0.3916878808,0.3709830726,0.5300879484
2015-07-14,09:45:30,0.25,36.392,37.5,0.0157102157,0.4334456723,0.01,-0.5219950775,-0.5763233311,0.300836879,0.2821983279,0.3672807982
2015-07-14,09:45:30,0.07,36.392,40,0.0157102157,0.4334456723,0.01,-1.7099316811,-1.7642599348,0.0436392536,0.0388441131,0.0345992754
2015-07-14,09:46:00,1.462,36.349,35,0.0157051282,0.4778202843,0.01,0.6641315276,0.6042510404,0.7466969335,0.7271616242,1.6950267309
2015-07-14,09:46:00,0.36,36.349,37,0.0157051282,0.4778202843,0.01,-0.2638811479,-0.3237616351,0.3959357514,0.3730592519,0.5908439457
2015-07-14,09:46:30,1.45,36.332,35,0.0157000407,0.4075014607,0.01,0.7601155638,0.7090557109,0.7764072449,0.7608550472,1.5826819484
2015-07-14,09:46:30,0.75,36.332,36,0.0157000407,0.4075014607,0.01,0.2083929209,0.157333068,0.5825389083,0.5625088199,0.9176651613
2015-07-14,09:47:00,1.47,36.326,35,0.0156949532,0.3895252087,0.01,0.7896249871,0.7408254636,0.7851265944,0.7706003631,1.553728715
2015-07-14,09:47:00,0.18,36.326,38,0.0156949532,0.3895252087,0.01,-0.8955983989,-0.9443979224,0.1852336456,0.1724831714,0.1754655196
2015-07-14,09:47:30,1.1,36.351,35.5,0.0156898657,0.4532476499,0.01,0.4484056219,0.3916321866,0.6730697574,0.6523349988,1.3124994511
2015-07-14,09:47:30,0.53,36.351,36.5,0.0156898657,0.4532476499,0.01,-0.0409000534,-0.0976734887,0.4836877874,0.4610957839,0.7551790453
2015-07-14,09:48:00,1.5,36.374,35,0.0156847782,0.4101801668,0.01,0.7783159477,0.7269454412,0.7818086119,0.7663703106,1.6187523698
2015-07-14,09:48:00,0.36,36.374,37,0.0156847782,0.4101801668,0.01,-0.3034302705,-0.354800777,0.3807809899,0.3613694231,0.4819560677
2015-07-14,09:48:00,0.26,36.374,37.5,0.0156847782,0.4101801668,0.01,-0.5647284597,-0.6160989662,0.2861292368,0.2689146022,0.3249488522
2015-07-14,09:48:00,0.18,36.374,38,0.0156847782,0.4101801668,0.01,-0.8225656438,-0.8739361503,0.2053775213,0.1910765132,0.210633229
2015-07-14,09:48:30,1.51,36.389,35,0.0156796907,0.4443832269,0.01,0.7300463184,0.6744012855,0.7673190636,0.7499718872,1.6770727984
2015-07-14,09:48:30,0.54,36.389,36.5,0.0156796907,0.4443832269,0.01,-0.0240946513,-0.0797396843,0.4903885549,0.4682221482,0.7573201784
2015-07-14,09:48:30,0.19,36.389,38,0.0156796907,0.4443832269,0.01,-0.747859146,-0.8035041789,0.227272561,0.2108416912,0.2594931139
2015-07-14,09:49:00,1.11,36.335,35.5,0.0156746032,0.4335914676,0.01,0.4583031504,0.404018255,0.6766326695,0.6569003524,1.2691405605
2015-07-14,09:49:00,0.53,36.335,36.5,0.0156746032,0.4335914676,0.01,-0.0534333821,-0.1077182775,0.478693304,0.4571095853,0.7114363642
2015-07-14,09:49:00,0.35,36.335,37,0.0156746032,0.4335914676,0.01,-0.3040675958,-0.3583524911,0.3805381968,0.3600397703,0.5074718036
2015-07-14,09:49:00,0.255,36.335,37.5,0.0156746032,0.4335914676,0.01,-0.5513374901,-0.6056223855,0.2907011716,0.272382767,0.3498742415
2015-07-14,09:49:00,0.18,36.335,38,0.0156746032,0.4335914676,0.01,-0.7953321901,-0.8496170854,0.2132101467,0.1977690049,0.2329463819
2015-07-14,09:49:30,2.5,36.425,34,0.0156695157,0.4470872503,0.01,1.2618066558,1.2058411966,0.8964908167,0.8860606362,2.5333366043
2015-07-14,09:49:30,1.55,36.425,35,0.0156695157,0.4470872503,0.01,0.7438525949,0.6878871356,0.7715171714,0.7542380709,1.7083166544
2015-07-14,09:49:30,1.15,36.425,35.5,0.0156695157,0.4470872503,0.01,0.4903992115,0.4344337522,0.6880742827,0.6680132539,1.3523508876
2015-07-14,09:49:30,0.77,36.425,36,0.0156695157,0.4470872503,0.01,0.240490747,0.1845252878,0.5950250822,0.5731993045,1.0418468346
2015-07-14,09:49:30,0.573,36.425,36.5,0.0156695157,0.4470872503,0.01,-0.005970594,-0.0619360533,0.4976180917,0.4753068781,0.7797561849
2015-07-14,09:49:30,0.398,36.425,37,0.0156695157,0.4470872503,0.01,-0.2490786154,-0.3050440746,0.4016499853,0.3801662921,0.566151832
2015-07-14,09:49:30,0.28,36.425,37.5,0.0156695157,0.4470872503,0.01,-0.4889233432,-0.5448888024,0.3124479843,0.292914999,0.3983264197
2015-07-14,09:49:30,0.13,36.425,38.5,0.0156695157,0.4470872503,0.01,-0.9591653226,-1.0151307818,0.1687377335,0.1550217451,0.1788698914
2015-07-14,09:50:00,1.6,36.497,35,0.0156644282,0.4414425003,0.01,0.7885069742,0.7332570844,0.7847998896,0.7682991777,1.756582259
2015-07-14,09:50:00,1.2,36.497,35.5,0.0156644282,0.4414425003,0.01,0.5317709868,0.4765210971,0.7025576902,0.6831484096,1.3932780837
2015-07-14,09:50:00,0.85,36.497,36,0.0156644282,0.4414425003,0.01,0.2786258305,0.2233759408,0.6097340062,0.5883785361,1.0751524462
2015-07-14,09:50:00,0.614,36.497,36.5,0.0156644282,0.4414425003,0.01,0.028972443,-0.0262774467,0.5115567157,0.4895180218,0.8056762642
2015-07-14,09:50:00,0.42,36.497,37,0.0156644282,0.4414425003,0.01,-0.2172841943,-0.272534084,0.413993437,0.3926056937,0.5853831029
2015-07-14,09:50:00,0.28,36.497,37.5,0.0156644282,0.4414425003,0.01,-0.4602352734,-0.5154851631,0.3226736775,0.3031070174,0.4118884139
2015-07-14,09:50:00,0.2,36.497,38,0.0156644282,0.4414425003,0.01,-0.6999683627,-0.7552182524,0.2419735312,0.2250590194,0.2804047881
2015-07-14,09:50:00,0.15,36.497,38.5,0.0156644282,0.4414425003,0.01,-0.9365675963,-0.991817486,0.1744905133,0.1606432831,0.1845825982
2015-07-14,09:50:00,0.07,36.497,40,0.0156644282,0.4414425003,0.01,-1.6283556342,-1.683605524,0.0517247496,0.0461289652,0.0429285868
2015-07-14,09:50:30,1.59,36.471,35,0.0156593407,0.4574303437,0.01,0.7505775847,0.6933359924,0.7735465423,0.7559506397,1.7578864228
2015-07-14,09:50:30,0.85,36.471,36,0.0156593407,0.4574303437,0.01,0.2584375895,0.2011959972,0.6019653953,0.5797273394,1.087363592
2015-07-14,09:50:30,0.59,36.471,36.5,0.0156593407,0.4574303437,0.01,0.0174708104,-0.0397707819,0.5069694904,0.4841379352,0.8214165992
2015-07-14,09:50:30,0.28,36.471,37.5,0.0156593407,0.4574303437,0.01,-0.4547150827,-0.511956675,0.3246571143,0.3043406658,0.4295816715
2015-07-14,09:51:00,2.1,36.516,34.5,0.0156542532,0.4226243101,0.01,1.1034142651,1.0505367971,0.8650763477,0.8532643089,2.1561171336
2015-07-14,09:51:00,1.65,36.516,35,0.0156542532,0.4226243101,0.01,0.8312995442,0.7784220762,0.797097784,0.7818398858,1.7467100338
2015-07-14,09:51:00,1.24,36.516,35.5,0.0156542532,0.4226243101,0.01,0.5630447369,0.5101672689,0.7132977895,0.6950328595,1.3769777434
2015-07-14,09:51:00,0.64,36.516,36.5,0.0156542532,0.4226243101,0.01,0.0376874316,-0.0151900364,0.5150315515,0.4939402853,0.7808937784
2015-07-14,09:51:00,0.42,36.516,37,0.0156542532,0.4226243101,0.01,-0.2196178549,-0.2724953229,0.4130843923,0.3926205935,0.55950162
2015-07-14,09:51:00,0.21,36.516,38,0.0156542532,0.4226243101,0.01,-0.7239583252,-0.7768357932,0.2345456604,0.2186278282,0.2581122961
2015-07-14,09:51:30,2.6,36.565,34,0.0156491656,0.4452333538,0.01,1.3364867103,1.2807895203,0.9093048793,0.899866197,2.6580697705
2015-07-14,09:51:30,1.67,36.565,35,0.0156491656,0.4452333538,0.01,0.8160378893,0.7603406993,0.7927607672,0.77647452,1.8149418325
2015-07-14,09:51:30,1.25,36.565,35.5,0.0156491656,0.4452333538,0.01,0.5613637309,0.5056665409,0.7127251981,0.6934546197,1.447010025
2015-07-14,09:51:30,0.92,36.565,36,0.0156491656,0.4452333538,0.01,0.3102515658,0.2545543758,0.62181517,0.6004663493,1.1232656986
2015-07-14,09:51:30,0.65,36.565,36.5,0.0156491656,0.4452333538,0.01,0.0626031273,0.0069059373,0.5249587305,0.5027550485,0.8474281948
2015-07-14,09:51:30,0.44,36.565,37,0.0156491656,0.4452333538,0.01,-0.1816758399,-0.2373730299,0.4279185637,0.4061837054,0.6203968773
2015-07-14,09:51:30,0.3,36.565,37.5,0.0156491656,0.4452333538,0.01,-0.4226757958,-0.4783729858,0.3362659087,0.3161923787,0.4402041609
2015-07-14,09:51:30,0.21,36.565,38,0.0156491656,0.4452333538,0.01,-0.6604836052,-0.7161807952,0.254471768,0.23693986,0.3024544158
2015-07-14,09:52:00,0.92,36.557,36,0.0156440781,0.4321234221,0.01,0.3139927351,0.2599443409,0.6232367217,0.6025466463,1.095378769
2015-07-14,09:52:00,0.44,36.557,37,0.0156440781,0.4321234221,0.01,-0.1929413675,-0.2469897617,0.4235024435,0.4024580738,0.5933594661
2015-07-14,09:52:00,0.3,36.557,37.5,0.0156440781,0.4321234221,0.01,-0.4412932482,-0.4953416423,0.3295003567,0.3101794905,0.4156331835
2015-07-14,09:52:00,0.2,36.557,38,0.0156440781,0.4321234221,0.01,-0.6863556031,-0.7404039972,0.2462444469,0.2295274471,0.2812796329
